1246 ../datasets/raw_libri/LibriSpeech/train-clean-360/93/124558/93-124558-0005-norm.wav
2760 ../datasets/raw_libri/LibriSpeech/train-clean-360/986/129388/986-129388-0050-norm.wav
4724 ../datasets/raw_libri/LibriSpeech/train-clean-360/708/129393/708-129393-0062-norm.wav
5177 ../datasets/raw_libri/LibriSpeech/train-clean-360/2999/156968/2999-156968-0049-norm.wav
8130 ../datasets/raw_libri/LibriSpeech/dev-clean/5694/64025/5694-64025-0009-norm.wav
9253 ../datasets/raw_libri/LibriSpeech/train-clean-360/708/129393/708-129393-0083-norm.wav
9457 ../datasets/raw_libri/LibriSpeech/train-clean-360/708/129393/708-129393-0073-norm.wav
10746 ../datasets/raw_libri/LibriSpeech/train-clean-360/1779/142733/1779-142733-0027-norm.wav
12233 ../datasets/raw_libri/LibriSpeech/train-clean-360/708/129393/708-129393-0011-norm.wav
14031 ../datasets/raw_libri/LibriSpeech/dev-clean/174/50561/174-50561-0007-norm.wav
17988 ../datasets/raw_libri/LibriSpeech/train-clean-100/3374/298026/3374-298026-0030-norm.wav
18498 ../datasets/raw_libri/LibriSpeech/train-clean-360/208/124554/208-124554-0002-norm.wav
19124 ../datasets/raw_libri/LibriSpeech/train-clean-360/2411/132532/2411-132532-0011-norm.wav
21503 ../datasets/raw_libri/LibriSpeech/dev-clean/1272/141231/1272-141231-0000-norm.wav
23509 ../datasets/raw_libri/LibriSpeech/train-clean-360/4013/182396/4013-182396-0009-norm.wav
25227 ../datasets/raw_libri/LibriSpeech/train-clean-360/210/129396/210-129396-0175-norm.wav
27480 ../datasets/raw_libri/LibriSpeech/train-clean-360/4356/6506/4356-6506-0012-norm.wav
28299 ../datasets/raw_libri/LibriSpeech/dev-clean/174/50561/174-50561-0003-norm.wav
32766 ../datasets/raw_libri/LibriSpeech/train-clean-360/7705/101580/7705-101580-0011-norm.wav
33685 ../datasets/raw_libri/LibriSpeech/train-clean-360/708/129393/708-129393-0114-norm.wav
34416 ../datasets/raw_libri/LibriSpeech/train-clean-360/986/129388/986-129388-0041-norm.wav
37543 ../datasets/raw_libri/LibriSpeech/train-clean-360/1337/156963/1337-156963-0007-norm.wav
38862 ../datasets/raw_libri/LibriSpeech/train-clean-360/708/129393/708-129393-0128-norm.wav
40937 ../datasets/raw_libri/LibriSpeech/train-clean-360/4356/6506/4356-6506-0054-norm.wav
46236 ../datasets/raw_libri/LibriSpeech/dev-clean/1988/24833/1988-24833-0008-norm.wav
49101 ../datasets/raw_libri/LibriSpeech/train-clean-360/3717/178149/3717-178149-0023-norm.wav
49692 ../datasets/raw_libri/LibriSpeech/train-clean-360/272/130229/272-130229-0002-norm.wav
55101 ../datasets/raw_libri/LibriSpeech/train-clean-360/2790/142824/2790-142824-0095-norm.wav
56865 ../datasets/raw_libri/LibriSpeech/dev-clean/251/136532/251-136532-0014-norm.wav
59327 ../datasets/raw_libri/LibriSpeech/train-clean-360/708/129393/708-129393-0049-norm.wav
59492 ../datasets/raw_libri/LibriSpeech/train-clean-360/2999/156968/2999-156968-0036-norm.wav
59480 ../datasets/raw_libri/LibriSpeech/dev-clean/8297/275155/8297-275155-0003-norm.wav
64118 ../datasets/raw_libri/LibriSpeech/train-clean-360/1678/142279/1678-142279-0047-norm.wav
65398 ../datasets/raw_libri/LibriSpeech/dev-clean/251/136532/251-136532-0007-norm.wav
65600 ../datasets/raw_libri/LibriSpeech/train-clean-360/5985/300225/5985-300225-0003-norm.wav
69602 ../datasets/raw_libri/LibriSpeech/train-clean-360/986/129388/986-129388-0060-norm.wav
69861 ../datasets/raw_libri/LibriSpeech/train-clean-360/210/129396/210-129396-0178-norm.wav
70768 ../datasets/raw_libri/LibriSpeech/dev-clean/174/50561/174-50561-0000-norm.wav
70997 ../datasets/raw_libri/LibriSpeech/dev-clean/8297/275155/8297-275155-0028-norm.wav
72542 ../datasets/raw_libri/LibriSpeech/train-clean-360/2790/142824/2790-142824-0095-norm.wav
74968 ../datasets/raw_libri/LibriSpeech/train-clean-360/6918/47541/6918-47541-0020-norm.wav
75212 ../datasets/raw_libri/LibriSpeech/train-clean-360/272/130229/272-130229-0016-norm.wav
75338 ../datasets/raw_libri/LibriSpeech/dev-clean/5694/64025/5694-64025-0007-norm.wav
76141 ../datasets/raw_libri/LibriSpeech/train-clean-360/708/129393/708-129393-0052-norm.wav
78809 ../datasets/raw_libri/LibriSpeech/dev-clean/1272/141231/1272-141231-0023-norm.wav
79371 ../datasets/raw_libri/LibriSpeech/train-clean-360/3927/6556/3927-6556-0062-norm.wav
79442 ../datasets/raw_libri/LibriSpeech/train-clean-360/1779/142733/1779-142733-0056-norm.wav
80067 ../datasets/raw_libri/LibriSpeech/train-clean-360/986/129388/986-129388-0022-norm.wav
80599 ../datasets/raw_libri/LibriSpeech/train-clean-360/3927/6556/3927-6556-0052-norm.wav
81102 ../datasets/raw_libri/LibriSpeech/train-clean-360/7117/86710/7117-86710-0045-norm.wav
84322 ../datasets/raw_libri/LibriSpeech/train-clean-360/3389/13248/3389-13248-0010-norm.wav
85950 ../datasets/raw_libri/LibriSpeech/dev-clean/8297/275155/8297-275155-0019-norm.wav
87096 ../datasets/raw_libri/LibriSpeech/train-clean-360/5985/300225/5985-300225-0015-norm.wav
89738 ../datasets/raw_libri/LibriSpeech/train-clean-360/1552/140651/1552-140651-0047-norm.wav
90038 ../datasets/raw_libri/LibriSpeech/train-clean-360/1222/133834/1222-133834-0016-norm.wav
90057 ../datasets/raw_libri/LibriSpeech/dev-clean/1988/24833/1988-24833-0007-norm.wav
89759 ../datasets/raw_libri/LibriSpeech/dev-clean/2035/147960/2035-147960-0014-norm.wav
90537 ../datasets/raw_libri/LibriSpeech/dev-clean/1272/135031/1272-135031-0019-norm.wav
89369 ../datasets/raw_libri/LibriSpeech/train-clean-360/2240/148521/2240-148521-0015-norm.wav
91697 ../datasets/raw_libri/LibriSpeech/train-clean-360/7981/112057/7981-112057-0036-norm.wav
90999 ../datasets/raw_libri/LibriSpeech/dev-clean/1272/141231/1272-141231-0022-norm.wav
94418 ../datasets/raw_libri/LibriSpeech/dev-clean/2035/147960/2035-147960-0005-norm.wav
96967 ../datasets/raw_libri/LibriSpeech/train-clean-360/210/129396/210-129396-0062-norm.wav
98995 ../datasets/raw_libri/LibriSpeech/train-clean-360/208/124554/208-124554-0001-norm.wav
100299 ../datasets/raw_libri/LibriSpeech/train-clean-360/480/126292/480-126292-0022-norm.wav
100724 ../datasets/raw_libri/LibriSpeech/train-clean-360/1944/159228/1944-159228-0012-norm.wav
102918 ../datasets/raw_libri/LibriSpeech/train-clean-360/7569/102240/7569-102240-0078-norm.wav
109400 ../datasets/raw_libri/LibriSpeech/dev-clean/2428/83705/2428-83705-0043-norm.wav
109689 ../datasets/raw_libri/LibriSpeech/train-clean-360/497/129325/497-129325-0018-norm.wav
110321 ../datasets/raw_libri/LibriSpeech/train-clean-360/3630/11612/3630-11612-0028-norm.wav
